Sentence_Index,Tokens,Predicted_NER_Tags,Predicted_Negation
85,to,O,False
85,have,O,False
85,a,O,False
85,protein,I-PRODUCT,False
85,powder,I-PRODUCT,False
85,without,O,False
85,caffeine,I-ATTRIBUTE,True
86,i,O,False
86,am,O,False
86,looking,O,False
86,for,O,False
86,a,O,False
86,very,O,False
86,good,O,False
86,fat,I-PRODUCT,False
86,burner,I-PRODUCT,False
86,thats,O,False
86,not,O,False
86,too,O,True
86,heavy,I-ATTRIBUTE,True
86,in,I-ATTRIBUTE,True
86,stimulants.,I-ATTRIBUTE,True
87,I,O,False
87,saw,O,False
87,a,O,False
87,sweater,I-PRODUCT,False
87,block,I-PRODUCT,False
87,with,O,False
87,multi,I-COLOUR,False
87,colour,I-COLOUR,False
87,yesterday.,O,False
87,I,O,False
87,wish,O,False
87,to,O,False
87,order,O,False
87,and,O,False
87,now,O,False
87,can't,O,False
87,find..,O,True
88,I'm,O,False
88,looking,O,False
88,for,O,False
88,a,O,False
88,polo,I-PRODUCT,False
88,shirt,I-PRODUCT,False
88,with,O,False
88,no,O,False
88,logo,I-ATTRIBUTE,True
88,on,O,True
88,it.,O,True
89,Hi,O,False
89,looking,O,False
89,for,O,False
89,the,O,False
89,toque,I-PRODUCT,False
89,and,O,False
89,neck,I-ATTRIBUTE,False
89,tube,I-ATTRIBUTE,False
89,displayed,I-ATTRIBUTE,False
89,in,O,False
89,the,O,False
89,woman's,I-ATTRIBUTE,False
89,ski,I-ATTRIBUTE,False
89,jacket,I-PRODUCT,False
89,the,O,False
89,jacket,I-PRODUCT,False
89,color,I-PRODUCT,False
89,that,O,False
89,is,O,False
89,light,O,False
89,blue,O,False
89,and,O,False
89,green,O,False
89,",",O,False
89,the,O,False
89,tuque,O,False
89,and,O,False
89,neck,O,False
89,tube,O,False
89,is,O,False
89,a,O,False
89,dusty,O,False
89,pink,O,False
89,sort,O,False
89,of,O,False
89,"color,",O,False
89,I,O,False
89,can't,O,False
89,find,O,True
89,it,O,True
89,anywhere,O,True
89,on,O,True
89,sight,O,True
89,i,O,False
89,see,O,False
89,simiar,O,False
89,items,O,True
89,but,O,False
89,want,O,False
89,a,O,False
89,matching,O,False
89,set,O,False
90,I,O,False
90,am,O,False
90,looking,O,False
90,for,O,False
90,a,O,False
90,bomber,I-ATTRIBUTE,False
90,style,I-ATTRIBUTE,False
90,jacket,I-PRODUCT,False
90,2,I-SIZE,False
90,XS,I-SIZE,False
90,no,O,False
90,hoody,I-ATTRIBUTE,True
90,",",O,False
90,and,O,False
90,black,O,False
91,Women's,I-ATTRIBUTE,False
91,pyjama,I-PRODUCT,False
91,pants,I-PRODUCT,False
91,without,O,False
91,waistband,I-ATTRIBUTE,False
92,Good,O,False
92,morning,O,False
92,I,O,False
92,am,O,False
92,looking,O,False
92,for,O,False
92,a,O,False
92,puffer,I-PRODUCT,False
92,vest,I-PRODUCT,False
92,three-quarter,I-SIZE,False
92,length,I-SIZE,False
92,I've,O,False
92,seen,O,False
92,them,O,False
92,On,O,False
92,the,O,False
92,website,O,False
92,but,O,False
92,no,O,False
92,longer,O,True
92,there,O,True
93,Good,O,False
93,"morning,",O,False
93,I,O,False
93,would,O,False
93,like,O,False
93,to,O,False
93,buy,O,False
93,the,O,False
93,product,I-PRODUCT,False
93,"below,",O,False
93,size,I-SIZE,False
93,M:,I-SIZE,False
93,How,O,False
93,can,O,False
93,I,O,False
93,proceed,O,False
93,with,O,False
93,this,O,False
93,purchase?,O,False
93,It,O,False
93,doesn't,O,False
93,seem,O,True
93,to,O,True
93,be,O,True
93,available,O,True
93,at,O,True
93,the,O,True
93,moment,O,True
94,Want,O,False
94,to,O,False
94,order,O,False
94,Women's,I-ATTRIBUTE,False
94,warm,I-ATTRIBUTE,False
94,waterproof,I-ATTRIBUTE,False
94,snow,I-PRODUCT,False
94,boots,I-PRODUCT,False
94,in,O,False
94,size,I-SIZE,False
94,8,I-SIZE,False
94,.,O,False
94,Doesn't,O,False
94,say,O,True
94,out,O,True
94,of,O,True
94,stock,O,True
94,but,O,False
94,can't,O,False
94,put,O,True
94,order,O,True
94,in.,O,True
94,Please,O,False
94,advise.,O,False
95,"Hi,",O,False
95,I'm,O,False
95,interested,O,False
95,in,O,False
95,the,O,False
95,women's,I-ATTRIBUTE,False
95,waterproof,I-ATTRIBUTE,False
95,mountain,I-PRODUCT,False
95,walking,I-PRODUCT,False
95,jacket,I-PRODUCT,False
95,in,O,False
95,green,I-COLOUR,False
95,but,O,False
95,the,O,False
95,website,O,False
95,only,O,False
95,gives,O,False
95,the,O,False
95,option,O,False
95,for,O,False
95,size,I-SIZE,False
95,XS,I-SIZE,False
95,and,O,False
95,does,O,False
95,not,O,False
95,allow,O,True
95,to,O,True
95,request,O,True
95,a,O,True
95,notification,I-ATTRIBUTE,True
96,Hi,O,False
96,I'm,O,False
96,looking,O,False
96,to,O,False
96,buy,O,False
96,this,O,False
96,but,O,False
96,I,O,False
96,cannot,O,False
96,find,O,True
96,an,O,True
96,22,I-SIZE,True
96,mm,I-SIZE,True
96,nozzle,I-PRODUCT,True
96,pump,I-PRODUCT,True
96,"anywhere,",O,True
96,do,O,False
96,you,O,False
96,have,O,False
96,one,O,True
96,on,O,False
96,your,O,False
96,site,O,False
96,or,O,False
96,know,O,False
96,where,O,False
96,I,O,False
96,can,O,False
96,get,O,False
96,one?,O,False
96,Thanks,O,False
97,Pool,I-PRODUCT,False
97,cue,I-PRODUCT,False
97,cases,I-PRODUCT,False
97,not,O,False
97,pool,I-PRODUCT,True
97,cues,I-PRODUCT,False
98,Looking,O,False
98,to,O,False
98,buy,O,False
98,hiking,I-PRODUCT,False
98,trousers,I-PRODUCT,False
98,but,O,False
98,don't,O,False
98,understand,O,True
98,sizes.,O,True
98,I,O,False
98,am,O,False
98,38in,I-SIZE,False
98,waist,I-SIZE,False
98,and,O,False
98,29in,I-SIZE,False
98,leg.,I-SIZE,False
98,Looking,O,False
98,to,O,False
98,buy,O,False
98,trekking,I-PRODUCT,False
98,trousers,I-PRODUCT,False
98,what,O,False
98,size,O,False
98,do,O,False
98,I,O,False
98,need,O,False
99,is,O,False
99,it,O,False
99,possible,O,False
99,to,O,False
99,order,O,False
99,a,O,False
99,bathroom,I-PRODUCT,False
99,vanity,I-PRODUCT,False
99,without,O,False
99,the,O,True
99,countertop?,I-ATTRIBUTE,True
100,I'm,O,False
100,looking,O,False
100,for,O,False
100,a,O,False
100,shower,I-PRODUCT,False
100,unit,I-PRODUCT,False
100,including,O,False
100,walls,I-ATTRIBUTE,False
100,bae,I-ATTRIBUTE,False
100,and,O,False
100,glass,I-MATERIAL,False
100,enclosure,O,False
100,but,O,False
100,the,O,False
100,whole,O,False
100,unit,O,False
100,cannot,O,False
100,be,O,True
100,higher,I-SIZE,True
100,than,O,True
100,75,I-SIZE,True
100,inches,I-SIZE,True
101,Hi,O,False
101,i,O,False
101,need,O,False
101,a,O,False
101,"10""",I-SIZE,False
101,rough,O,False
101,in,O,False
101,toilet,I-PRODUCT,False
101,"asap,",O,False
101,i'm,O,False
101,not,O,False
101,sure,O,True
101,if,O,True
101,you,O,True
101,have,O,True
101,it,O,True
101,in,O,True
101,stock.,O,True
101,I,O,False
101,don't,O,False
101,want,O,True
101,the,O,True
101,screw,O,True
101,less,O,True
102,Can,O,False
102,the,O,False
102,shower,I-PRODUCT,False
102,be,O,False
102,sold,O,False
102,without,O,False
102,the,O,True
102,walls?,I-ATTRIBUTE,True
103,You,O,False
103,don't,O,False
103,sell,O,True
103,any,O,True
103,"72""",I-SIZE,True
103,wide,I-SIZE,True
103,vanities?,I-PRODUCT,True
104,looking,O,False
104,for,O,False
104,shower,I-PRODUCT,False
104,system,I-PRODUCT,False
104,with,O,False
104,tub,I-ATTRIBUTE,False
104,faucet,I-ATTRIBUTE,False
104,altough,O,False
104,no,O,False
104,tub,I-PRODUCT,True
105,Looking,O,False
105,for,O,False
105,a,O,False
105,bathroom,I-PRODUCT,False
105,vanity,I-PRODUCT,False
105,&,I-PRODUCT,False
105,sink,I-PRODUCT,False
105,no,O,False
105,more,O,True
105,than,O,True
105,"16""",I-SIZE,True
105,deep,I-SIZE,False
106,looking,O,False
106,for,O,False
106,48,I-SIZE,False
106,inches,I-SIZE,False
106,floor,I-PRODUCT,False
106,cabinet,I-PRODUCT,False
106,single,I-PRODUCT,False
106,"sink,",I-PRODUCT,False
106,but,O,False
106,no,O,False
106,couter,I-ATTRIBUTE,True
106,top,I-ATTRIBUTE,False
107,Can,O,False
107,I,O,False
107,purchase,O,False
107,shower,I-PRODUCT,False
107,doors,I-PRODUCT,False
107,and,O,False
107,not,O,False
107,the,O,True
107,entire,I-PRODUCT,True
107,shower,I-PRODUCT,True
107,kit?,I-PRODUCT,True
108,Medicine,I-PRODUCT,False
108,cabinets,I-PRODUCT,False
108,with,O,False
108,no,O,False
108,mirror,I-ATTRIBUTE,True
109,I'm,O,False
109,looking,O,False
109,for,O,False
109,a,O,False
109,55,I-SIZE,False
109,inch,I-SIZE,False
109,vanity,I-PRODUCT,False
109,"top,",I-PRODUCT,False
109,which,O,False
109,is,O,False
109,not,O,False
109,a,O,True
109,regular,I-SIZE,True
109,size.,I-SIZE,True
109,Is,O,False
109,there,O,False
109,a,O,False
109,way,O,False
109,to,O,False
109,have,O,False
109,this,O,False
109,size?,O,False
110,I,O,False
110,need,O,False
110,a,O,False
110,"42""",I-SIZE,False
110,kitchen,I-PRODUCT,False
110,island.,I-PRODUCT,False
110,Do,O,False
110,you,O,False
110,have,O,False
110,any?,O,False
110,I,O,False
110,can't,O,False
110,find,O,True
110,them,O,True
110,on,O,True
110,the,O,True
110,website.,O,True
111,I,O,False
111,am,O,False
111,looking,O,False
111,for,O,False
111,a,O,False
111,black,I-COLOUR,False
111,glass,I-MATERIAL,False
111,shower,I-PRODUCT,False
111,tile.,I-PRODUCT,False
111,It,O,False
111,does,O,False
111,not,O,False
111,need,O,True
111,to,O,True
111,be,O,True
111,a,O,True
111,solid,I-COLOUR,True
111,"black,",I-COLOUR,True
111,can,O,False
111,have,O,False
111,accents,O,False
111,of,O,False
111,clear,I-COLOUR,False
111,or,O,False
111,silver,O,False
111,glass,O,False
111,tones,O,False
112,Medicine,I-PRODUCT,False
112,cabinet,I-PRODUCT,False
112,with,O,False
112,mirror,I-ATTRIBUTE,False
112,and,O,False
112,no,O,False
112,lights,I-ATTRIBUTE,True
113,We,O,False
113,are,O,False
113,looking,O,False
113,for,O,False
113,a,O,False
113,72,I-SIZE,False
113,inch,I-SIZE,False
113,soaker,I-PRODUCT,False
113,"tub,",I-PRODUCT,False
113,no,O,False
113,jets.,I-ATTRIBUTE,True
114,can,O,False
114,I,O,False
114,order,O,False
114,just,O,False
114,the,O,False
114,top,I-PRODUCT,False
114,and,O,False
114,not,O,False
114,the,O,True
114,cabinet?,I-PRODUCT,True
115,barbeque,I-PRODUCT,False
115,without,O,False
115,charcoal,I-ATTRIBUTE,False
116,Hi,O,False
116,"there,",O,False
116,I'm,O,False
116,interested,O,False
116,in,O,False
116,a,O,False
116,vanity.,I-PRODUCT,False
116,Am,O,False
116,I,O,False
116,able,O,False
116,to,O,False
116,purchase,O,False
116,without,O,False
116,the,O,True
116,sink,I-ATTRIBUTE,True
116,top?,I-ATTRIBUTE,True
117,Can,O,False
117,I,O,False
117,order,O,False
117,this,O,False
117,vessel,I-PRODUCT,False
117,sink,I-PRODUCT,False
117,without,O,False
117,the,O,True
117,attached,I-ATTRIBUTE,True
117,faucet,I-ATTRIBUTE,True
117,?,O,False
118,I'm,O,False
118,looking,O,False
118,for,O,False
118,a,O,False
118,"30""",I-SIZE,False
118,cabinet,I-PRODUCT,False
118,with,O,False
118,no,O,False
118,top,I-ATTRIBUTE,True
119,Looking,O,False
119,for,O,False
119,vanity,I-PRODUCT,False
119,but,O,False
119,sink,I-ATTRIBUTE,False
119,must,I-ATTRIBUTE,False
119,have,I-ATTRIBUTE,False
119,no,I-ATTRIBUTE,False
119,holes.,I-ATTRIBUTE,True
119,Faucet,I-ATTRIBUTE,False
119,in,I-ATTRIBUTE,False
119,on,I-ATTRIBUTE,False
119,wall,I-ATTRIBUTE,False
119,already,O,False
120,Hi.,O,False
120,I'm,O,False
120,looking,O,False
120,for,O,False
120,"36""",I-SIZE,False
120,vanity,I-PRODUCT,False
120,wall,I-ATTRIBUTE,False
120,mounted,I-ATTRIBUTE,False
120,black,I-COLOUR,False
120,or,O,False
120,white.,I-COLOUR,False
120,With,O,False
120,towel,I-ATTRIBUTE,False
120,storage,I-ATTRIBUTE,False
120,but,O,False
120,no,O,False
120,sinc,I-ATTRIBUTE,True
121,I,O,False
121,want,O,False
121,just,O,False
121,this,O,False
121,cabinet,I-PRODUCT,False
121,without,O,False
121,the,O,True
121,top,I-ATTRIBUTE,True
121,as,O,False
121,i,O,False
121,want,O,False
121,top,I-PRODUCT,False
121,mounted,I-PRODUCT,False
121,basins,I-PRODUCT,False
121,on,O,False
121,a,O,False
121,surface,O,False
121,matching,O,False
121,my,O,False
121,kitchen,O,False
122,Looking,O,False
122,for,O,False
122,a,O,False
122,pivot,I-PRODUCT,False
122,shower,I-PRODUCT,False
122,door,I-PRODUCT,False
122,in,O,False
122,black,I-COLOUR,False
122,to,O,False
122,fit,O,False
122,a,O,False
122,33,I-SIZE,False
122,inch,I-SIZE,False
122,opening,O,False
122,preferably,O,False
122,but,O,False
122,not,O,False
122,necessarily.,O,True
123,bathtub,I-PRODUCT,False
123,without,O,False
123,faucet?,I-ATTRIBUTE,True
124,Can,O,False
124,you,O,False
124,order,O,False
124,the,O,False
124,"59""",I-SIZE,False
124,bathrub,I-PRODUCT,False
124,without,O,False
124,the,O,True
124,faucet?,I-ATTRIBUTE,True
125,I,O,False
125,want,O,False
125,Grey,I-COLOUR,False
125,toilet,I-PRODUCT,False
125,not,O,False
125,assessceries,O,True
126,I,O,False
126,cannot,O,False
126,seem,O,True
126,to,O,True
126,sort,O,True
126,by,O,True
126,colour.,O,True
126,I,O,False
126,am,O,False
126,looking,O,False
126,for,O,False
126,a,O,False
126,cream,I-SIZE,False
126,"38""",I-SIZE,False
126,corner,I-PRODUCT,False
126,shower,I-PRODUCT,False
126,stall,I-PRODUCT,False
127,do,O,False
127,you,O,False
127,have,O,False
127,60,I-SIZE,False
127,Inch,I-SIZE,False
127,kitchen,I-PRODUCT,False
127,island,I-PRODUCT,False
127,with,O,False
127,quartz,I-ATTRIBUTE,False
127,top,I-PRODUCT,False
127,with,O,False
127,no,O,False
127,seatings,I-ATTRIBUTE,True
128,Frameless,I-ATTRIBUTE,False
128,beveled,I-ATTRIBUTE,False
128,mirror,I-PRODUCT,False
128,no,O,False
128,more,O,True
128,than,O,True
128,"29""x29""",I-SIZE,True
129,Bath,I-PRODUCT,False
129,tub,I-PRODUCT,False
129,without,O,False
129,texture,O,False
130,Looking,O,False
130,for,O,False
130,a,O,False
130,bathroom,I-PRODUCT,False
130,cabinet,I-PRODUCT,False
130,without,O,False
130,top,I-ATTRIBUTE,True
130,60,I-SIZE,True
130,inches,I-SIZE,False
131,Looking,O,False
131,for,O,False
131,a,O,False
131,medicine,I-PRODUCT,False
131,cabinet,I-PRODUCT,False
131,with,O,False
131,mirror,I-ATTRIBUTE,False
131,front,I-ATTRIBUTE,False
131,not,O,False
131,Recessed,O,True
131,that,O,True
131,would,O,True
131,fit,O,True
131,50,I-SIZE,True
131,inch,I-SIZE,True
131,wide,I-SIZE,True
131,39,I-SIZE,False
131,inch,I-SIZE,False
131,tall,O,False
131,the,O,False
131,best,O,False
132,I,O,False
132,need,O,False
132,a,O,False
132,"60""",I-SIZE,False
132,vanity,I-PRODUCT,False
132,with,O,False
132,a,O,False
132,sink,I-ATTRIBUTE,False
132,that's,I-ATTRIBUTE,False
132,offset,I-ATTRIBUTE,False
132,to,O,False
132,the,O,False
132,right,O,False
132,-,O,False
132,not,O,False
132,centred,O,True
133,I,O,False
133,am,O,False
133,looking,O,False
133,for,O,False
133,a,O,False
133,37,I-SIZE,False
133,inch,I-SIZE,False
133,bathroom,I-PRODUCT,False
133,cabinet,I-PRODUCT,False
133,without,O,False
133,a,O,True
133,top,I-ATTRIBUTE,True
133,or,O,True
133,sink,O,True
133,because,O,False
133,I,O,False
133,have,O,False
133,one.,O,False
133,Do,O,False
133,you,O,False
133,have,O,False
133,anything,O,False
133,in,O,False
133,stock?,O,False
134,I'm,O,False
134,looking,O,False
134,for,O,False
134,a,O,False
134,mirror,I-PRODUCT,False
134,without,O,False
134,a,O,True
134,fram,I-ATTRIBUTE,True
134,40,I-SIZE,True
134,inches,I-SIZE,True
134,x,I-SIZE,True
134,60,I-SIZE,True
134,inches,I-SIZE,True
135,I,O,False
135,am,O,False
135,looking,O,False
135,for,O,False
135,a,O,False
135,kitchen,I-PRODUCT,False
135,faucet,I-PRODUCT,False
135,in,O,False
135,Stainless,I-ATTRIBUTE,False
135,Steel.,I-ATTRIBUTE,False
135,Do,O,False
135,you,O,False
135,have,O,False
135,in,O,False
135,stock,O,False
135,na,O,False
135,did,O,False
135,not,O,False
135,what,O,True
135,would,O,True
135,be,O,True
135,turn,O,True
135,around,O,True
135,time,O,True
135,and,O,True
135,pricing.,O,True
135,Thanks,O,False
136,Hi,O,False
136,looking,O,False
136,for,O,False
136,a,O,False
136,24,I-SIZE,False
136,inch,I-SIZE,False
136,vanity,I-PRODUCT,False
136,top,I-PRODUCT,False
136,and,I-PRODUCT,False
136,"sink,",I-PRODUCT,False
136,no,O,False
136,base,I-ATTRIBUTE,True
137,Bathroom,I-PRODUCT,False
137,vanities,I-PRODUCT,False
137,no,O,False
137,countertop,I-ATTRIBUTE,True
138,I,O,False
138,don't,O,False
138,want,O,True
138,double,O,True
138,"sink,",O,True
138,I,O,False
138,want,O,False
138,a,O,False
138,rectangle,I-ATTRIBUTE,False
138,sink,I-ATTRIBUTE,False
139,Looking,O,False
139,for,O,False
139,a,O,False
139,30,I-SIZE,False
139,inch,I-SIZE,False
139,bathroom,I-PRODUCT,False
139,vanity,I-PRODUCT,False
139,not,O,False
139,"55""",I-SIZE,True
140,I,O,False
140,am,O,False
140,looking,O,False
140,for,O,False
140,a,O,False
140,30,I-SIZE,False
140,inch,I-SIZE,False
140,bathroom,I-PRODUCT,False
140,shelf,I-PRODUCT,False
140,not,O,False
140,wall,I-ATTRIBUTE,True
140,mounted,I-ATTRIBUTE,True
141,Wall,I-ATTRIBUTE,False
141,mount,I-PRODUCT,False
141,rectangular,I-PRODUCT,False
141,sink,I-PRODUCT,False
141,without,O,False
141,a,O,True
141,faucet,I-ATTRIBUTE,True
141,hole,I-ATTRIBUTE,True
142,Grey,I-COLOUR,False
142,toilet,I-PRODUCT,False
142,not,O,False
142,toilet,I-PRODUCT,True
142,brush,I-PRODUCT,False
143,Good,O,False
143,morning.,O,False
143,We,O,False
143,are,O,False
143,looking,O,False
143,for,O,False
143,chrome,I-PRODUCT,False
143,shower,I-PRODUCT,False
143,head,I-PRODUCT,False
143,with,O,False
143,high,I-ATTRIBUTE,False
143,pressure,I-ATTRIBUTE,False
143,-,I-ATTRIBUTE,False
143,simple,I-ATTRIBUTE,False
143,no,O,False
143,bells,I-ATTRIBUTE,True
143,and,O,False
143,whistles,O,False
143,just,O,False
143,good,O,False
143,pressure,O,False
144,can,O,False
144,you,O,False
144,help,O,False
144,me,O,False
144,find,O,False
144,a,O,False
144,pharmacy,I-PRODUCT,False
144,without,O,False
144,a,O,True
144,mirror,I-ATTRIBUTE,True
144,"18-20""",I-SIZE,False
144,wide?,I-SIZE,False
145,Looking,O,False
145,for,O,False
145,a,O,False
145,double,I-ATTRIBUTE,False
145,sink,I-PRODUCT,False
145,in,O,False
145,black,I-COLOUR,False
145,that,O,False
145,is,O,False
145,no,O,False
145,more,O,True
145,than,O,True
145,"23""",I-SIZE,True
145,wide.,I-SIZE,True
145,Does,O,False
145,this,O,False
145,exist?,O,False
146,I,O,False
146,am,O,False
146,looking,O,False
146,for,O,False
146,a,O,False
146,toilet,I-PRODUCT,False
146,seat,I-PRODUCT,False
146,without,O,False
146,undermounted,I-ATTRIBUTE,True
146,hinges,I-ATTRIBUTE,True
146,for,O,True
146,a,O,True
146,one,O,True
146,piece,I-ATTRIBUTE,False
146,toilet,I-ATTRIBUTE,False
147,Do,O,False
147,you,O,False
147,have,O,False
147,mirror,I-PRODUCT,False
147,medicine,I-PRODUCT,False
147,cabinet,I-PRODUCT,False
147,without,O,False
147,led,O,False
148,Do,O,False
148,you,O,False
148,have,O,False
148,shower,I-PRODUCT,False
148,panels,I-PRODUCT,False
148,that,O,False
148,aren't,O,False
148,see,O,True
148,through?,O,True
148,Like,O,False
148,frosted,O,False
148,glass,I-MATERIAL,False
149,I,O,False
149,don't,O,False
149,need,O,True
149,a,O,True
149,vanity,I-PRODUCT,True
149,just,O,True
149,the,O,True
149,quartz,I-PRODUCT,True
149,top,I-PRODUCT,True
149,with,O,True
149,built,I-ATTRIBUTE,True
149,in,I-ATTRIBUTE,True
149,sink,I-ATTRIBUTE,True
150,"Hi,",O,False
150,I,O,False
150,was,O,False
150,looking,O,False
150,a,O,False
150,free,I-ATTRIBUTE,False
150,standing,I-ATTRIBUTE,False
150,tub,I-PRODUCT,False
150,yesterday,I-PRODUCT,False
150,for,O,False
150,$650,I-SIZE,False
150,",",O,False
150,it,O,False
150,was,O,False
150,on,O,False
150,for,O,False
150,50%,O,False
150,off.,O,False
150,I,O,False
150,don't,O,False
150,see,O,True
150,it,O,True
150,"now,",O,True
150,is,O,False
150,it,O,False
150,still,O,False
150,on,O,True
150,sale,O,True
150,?,O,False
151,Looking,O,False
151,for,O,False
151,a,O,False
151,large,O,False
151,free,O,False
151,standing,O,False
151,tub...,O,False
151,not,O,False
151,acrylic,O,True
151,or,O,True
151,fiberglass,I-ATTRIBUTE,True
152,i,O,False
152,don't,O,False
152,want,O,True
152,a,O,True
152,complete,I-PRODUCT,True
152,vanity,I-PRODUCT,True
152,just,O,True
152,the,O,True
152,top,I-PRODUCT,True
153,Hi,O,False
153,..,O,False
153,never,O,False
153,been,O,True
153,to,O,True
153,your,O,True
153,store,O,True
153,",looking",O,False
153,for,O,True
153,vinyl,O,True
153,wardrobes,O,False
153,do,O,False
153,not,O,False
153,know,O,True
153,if,O,True
153,you,O,True
153,carry,O,True
153,those,O,True
153,..,O,False
153,thanks,O,False
154,Thank,O,False
154,you,O,False
154,very,O,False
154,much,O,False
154,I'm,O,False
154,looking,O,False
154,for,O,False
154,a,O,False
154,shower,I-PRODUCT,False
154,stall,I-PRODUCT,False
154,kit,I-PRODUCT,False
154,that,O,False
154,is,O,False
154,not,O,False
154,priced,O,True
154,to,O,True
154,high,O,True
154,it's,O,False
154,for,O,True
154,a,O,True
154,basement,O,False
155,t-shirt,I-PRODUCT,False
155,without,O,False
155,logo,I-ATTRIBUTE,False
156,Shower,I-PRODUCT,False
156,door,I-PRODUCT,False
156,no,O,False
156,side,I-ATTRIBUTE,True
156,panels,I-ATTRIBUTE,True
157,I,O,False
157,am,O,False
157,looking,O,False
157,for,O,False
157,a,O,False
157,heated,I-ATTRIBUTE,False
157,air,I-ATTRIBUTE,False
157,and,O,False
157,water,I-ATTRIBUTE,False
157,jetted,I-ATTRIBUTE,False
157,tub.,I-ATTRIBUTE,False
158,bathub,I-PRODUCT,False
158,with,O,False
158,jets,O,False
159,"Hello,",O,False
159,what,O,False
159,is,O,False
159,the,O,False
159,biggest,O,False
159,blade,O,False
159,on,O,False
159,a,O,False
159,shower,I-PRODUCT,False
159,squeegee,I-PRODUCT,False
159,that,O,False
159,you,O,False
159,carry??,O,False
160,looking,O,False
160,for,O,False
160,a,O,False
160,bathtub,I-PRODUCT,False
160,left,I-PRODUCT,False
160,hand,O,False
160,drain,O,False
160,but,O,False
160,square,O,False
160,not,O,False
160,oval,O,True
161,Do,O,False
161,you,O,False
161,sell,O,False
161,a,O,False
161,tub,I-PRODUCT,False
161,shower,I-PRODUCT,False
161,faucet,I-PRODUCT,False
161,set,I-PRODUCT,False
161,that,O,False
161,does,O,False
161,not,O,False
161,have,O,True
161,the,O,True
161,anti,O,True
161,scald,O,True
161,feature?,O,True
162,What,O,False
162,rectangular,I-PRODUCT,False
162,shower,I-PRODUCT,False
162,units,I-PRODUCT,False
162,are,O,False
162,available?,O,False
163,I,O,False
163,am,O,False
163,looking,O,False
163,for,O,False
163,a,O,False
163,35,I-SIZE,False
163,inch,I-SIZE,False
163,bathroom,I-PRODUCT,False
163,sink,I-PRODUCT,False
163,countertop,I-PRODUCT,False
163,with,O,False
163,sink,I-ATTRIBUTE,False
164,I'm,O,False
164,looking,O,False
164,f,O,False
164,or,O,False
164,a,O,False
164,Black,I-COLOUR,False
164,Matte,I-PRODUCT,False
164,bathtub,I-PRODUCT,False
164,double,O,False
164,sliding,O,False
164,door,O,False
165,Need,O,False
165,a,O,False
165,27,I-SIZE,False
165,inch,I-SIZE,False
165,frameless,I-ATTRIBUTE,False
165,shower,I-PRODUCT,False
165,door,I-PRODUCT,False
166,Looking,O,False
166,for,O,False
166,30,I-SIZE,False
166,inch,I-SIZE,False
166,white,I-COLOUR,False
166,desk,I-PRODUCT,False
166,set,I-PRODUCT,False
